PROJECT	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PXD000897;IS_7002_NLD_NP1_B_2Dec11_Doc_11-10-02.mgf	290	235	55	90	1
PXD000897;IS_7002_NLD_NP2_5Dec11_Doc_11-10-03.mgf	725	624	101	277	24
PXD000897;IS_7002_NLD_NP2_B_19Dec11_Doc_11-10-01.mgf	626	529	97	223	10
PXD000897;IS_7002_NLD_NP2_B_2Dec11_Doc_11-10-02.mgf	350	290	60	140	3
PXD000897;IS_7002_NLL_1_15Dec11_Doc_11-10-02.mgf	308	289	19	51	4
PXD000897;IS_7002_NLL_1_5Dec11_Doc_11-10-02.mgf	1160	1114	46	144	11
PXD000897;IS_7002_NLL_1_B_14Dec11_Doc_11-10-01.mgf	2045	1988	57	241	2
PXD000897;IS_7002_NLL_1_B_5Dec11_Doc_11-10-01.mgf	2474	2407	67	321	4
PXD000897;IS_7002_NLL_2_5Dec11_Doc_11-10-02.mgf	1253	1215	38	49	5
PXD000897;IS_7002_NLL_2_B_5Dec11_Doc_11-10-01.mgf	2602	2528	74	98	6
PXD000897;IS_7002_NLL_3_5Dec11_Doc_11-10-02.mgf	1277	1246	31	55	6
PXD000897;IS_7002_NLL_3_B_5Dec11_Doc_11-10-01.mgf	2438	2374	64	98	14
PXD000897;IS_7002_NLL_4_14Dec11_Doc_11-10-02.mgf	310	291	19	21	NA
PXD000897;IS_7002_NLL_4_19Dec11_Doc_11-10-02.mgf	454	439	15	31	2
PXD000897;IS_7002_NLL_4_5Dec11_Doc_11-10-02.mgf	892	869	23	44	1
PXD000897;IS_7002_NLL_4_B_15Dec11_Doc_11-10-01.mgf	161	152	9	13	3
PXD000897;IS_7002_NLL_4_B_5Dec11_Doc_11-10-01.mgf	2409	2336	73	104	6
PXD000897;IS_7002_NLL_NP1_5Dec11_Doc_11-10-03.mgf	397	335	62	152	4
PXD000897;IS_7002_NLL_NP1_B_2Dec11_Doc_11-10-02.mgf	196	158	38	55	2
PXD000897;IS_7002_NLL_NP2_2Dec11_Doc_11-10-03.mgf	547	466	81	223	17
PXD000897;IS_7002_NLL_NP2_B_2Dec11_Doc_11-10-02.mgf	216	168	48	54	6
PXD000897;IS_7002_UD_1B_22Sep11_Doc_11-07-32.mgf	668	648	20	43	NA
PXD000897;IS_7002_UD_1B_28Sep11_Doc_11-07-32.mgf	1936	1886	50	78	6
PXD000897;IS_7002_UD_1_28Sep11_Doc_11-07-32.mgf	1939	1894	45	75	4
PXD000897;IS_7002_UD_2B_28Sep11_Doc_11-07-32.mgf	638	606	32	33	3
PXD000897;IS_7002_UD_2_22Sep11_Doc_11-07-32.mgf	2994	2921	73	124	2
PXD000897;IS_7002_UD_3B_22Sep11_Doc_11-07-32.mgf	1811	1746	65	77	1
PXD000897;IS_7002_UD_3B_4Oct11_Doc_11-07-32.mgf	1917	1859	58	92	NA
PXD000897;IS_7002_UD_3_28Sep11_Doc_11-07-32.mgf	1844	1736	108	80	1
PXD000897;IS_7002_UD_4B_28Sep11_Doc_11-07-32.mgf	1806	1761	45	90	2
PXD000897;IS_7002_UD_4_22Sep11_Doc_11-07-32.mgf	3195	3106	89	131	5
PXD000897;IS_7002_UD_NP1B_22Sep11_Doc_11-07-35.mgf	829	732	97	232	11
PXD000897;IS_7002_UD_NP1B_28Sep11_Doc_11-07-35.mgf	635	594	41	189	6
PXD000897;IS_7002_UD_NP1_22Sep11_Doc_11-07-35.mgf	170	158	12	33	1
PXD000897;IS_7002_UD_NP2B_20Sep11_Doc_11-07-35.mgf	67	61	6	32	1
PXD000897;IS_7002_UD_NP2_20Sep11_Doc_11-07-35.mgf	75	65	10	31	1
PXD000897;IS_7002_UL_1B_22Sep11_Doc_11-07-32.mgf	834	806	28	72	4
PXD000897;IS_7002_UL_1_21Sep11_Doc_11-07-32.mgf	721	693	28	76	1
PXD000897;IS_7002_UL_2B_22Sep11_Doc_11-07-32.mgf	405	386	19	36	NA
PXD000897;IS_7002_UL_2_21Sep11_Doc_11-07-32.mgf	542	520	22	44	NA
PXD000897;IS_7002_UL_3B_28Sep11_Doc_11-07-32.mgf	672	627	45	75	1
PXD000897;IS_7002_UL_3_22Sep11_Doc_11-07-32.mgf	102	96	6	15	NA
PXD000897;IS_7002_UL_4B_22Sep11_Doc_11-07-32.mgf	1491	1452	39	110	4
PXD000897;IS_7002_UL_4_22Sep11_Doc_11-07-32.mgf	351	338	13	41	1
PXD000897;IS_7002_UL_NP1B_20Sep11_Doc_11-07-35.mgf	151	135	16	74	4
PXD000897;IS_7002_UL_NP1_28Sep11_Doc_11-07-35.mgf	251	227	24	111	2
PXD000897;IS_7002_UL_NP2B_22Sep11_Doc_11-07-35.mgf	388	351	37	89	2
PXD000897;IS_7002_UL_NP2B_28Sep11_Doc_11-07-35.mgf	996	915	81	189	8
PXD000897;IS_7002_UL_NP2_22Sep11_Doc_11-07-35.mgf	1113	1003	110	223	13
PXD000897;NS_7002_CLD_run1_15APR13_Frodo_12_12_04.mgf	11949	11522	427	93	5
PXD000897;NS_7002_CLD_run2_16APR13_Frodo_12_12_04.mgf	11633	11221	412	89	7
PXD000897;NS_7002_CLL_run1_15APR13_Frodo_12_12_04.mgf	12217	11866	351	38	1
PXD000897;NS_7002_CLL_run2_16APR13_Frodo_12_12_04.mgf	12184	11845	339	32	3
PXD000897;NS_7002_NLD_run1_15APR13_Frodo_12_12_04.mgf	12638	12330	308	35	NA
PXD000897;NS_7002_NLD_run2_16APR13_Frodo_12_12_04.mgf	12867	12577	290	31	3
PXD000897;NS_7002_NLL_run1_15APR13_Frodo_12_12_04.mgf	12767	12468	299	33	2
PXD000897;NS_7002_NLL_run2_16APR13_Frodo_12_12_04.mgf	12804	12517	287	36	2
PXD000897;NS_7002_ULD_run1_15APR13_Frodo_12_12_04.mgf	13170	12831	339	41	NA
PXD000897;NS_7002_ULD_run2_16APR13_Frodo_12_12_04.mgf	13318	13006	312	39	1
PXD000897;NS_7002_ULL_run1_15APR13_Frodo_12_12_04.mgf	10103	9804	299	34	2
PXD000897;NS_7002_ULL_run2_16APR13_Frodo_12_12_04.mgf	10201	9878	323	33	2
PXD000899;F015588.dat-pride.xml	1579	1498	81	154	4
PXD000899;F015589.dat-pride.xml	1747	1673	74	147	5
PXD000899;F015590.dat-pride.xml	1869	1787	82	151	1
PXD000899;F015591.dat-pride.xml	1881	1793	88	169	9
PXD000899;F015592.dat-pride.xml	1399	1336	63	167	6
PXD000899;F015593.dat-pride.xml	1763	1694	69	160	NA
PXD000899;F016051.dat-pride.xml	151	149	2	2	NA
PXD000899;F016052.dat-pride.xml	87	87	NA	1	NA
PXD000899;F016053.dat-pride.xml	139	137	2	11	1
PXD000899;F016054.dat-pride.xml	153	151	2	8	NA
PXD000899;F016055.dat-pride.xml	126	125	1	2	NA
PXD000899;F016056.dat-pride.xml	319	317	2	5	NA
PXD000905;F069910.dat-pride.xml	1	1	NA	NA	NA
PXD000905;F069911.dat-pride.xml	5	5	NA	NA	NA
PXD000905;F069915.dat-pride.xml	5	5	NA	NA	NA
PXD000905;F069916.dat-pride.xml	2	2	NA	NA	NA
PXD000905;F069917.dat-pride.xml	5	5	NA	NA	NA
PXD000905;F069922.dat-pride.xml	66	65	1	NA	NA
PXD000905;F069927.dat-pride.xml	8	4	4	NA	NA
PXD000905;F069930.dat-pride.xml	1	1	NA	NA	NA
PXD000905;F069931.dat-pride.xml	3	3	NA	NA	NA
PXD000905;F069932.dat-pride.xml	7	7	NA	NA	NA
PXD000905;F069933.dat-pride.xml	3	3	NA	NA	NA
PXD000905;F069942.dat-pride.xml	1	1	NA	NA	NA
PXD000905;F069948.dat-pride.xml	6	6	NA	NA	NA
PXD000905;F069949.dat-pride.xml	9	9	NA	NA	NA
PXD000905;F069958.dat-pride.xml	8	8	NA	NA	NA
PXD000922;T122.dat-pride.xml	9689	9617	72	NA	NA
PXD000922;T123.dat-pride.xml	8699	8642	57	NA	NA
PXD000922;T124.dat-pride.xml	5942	5909	33	NA	NA
PXD000922;T125.dat-pride.xml	6240	6182	58	NA	NA
PXD000922;T917.dat-pride.xml	7178	7127	51	NA	NA
PXD000922;T918.dat-pride.xml	6663	6616	47	NA	NA
PXD000922;T919.dat-pride.xml	5808	5772	36	NA	NA
PXD000922;T920.dat-pride.xml	7218	7166	52	NA	NA
PXD000923;IMAC_MGFPeaklist.MGF	3443	3421	22	NA	3
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 1.xml	23	23	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 10.xml	63	63	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 11.xml	68	68	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 12.xml	127	126	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 13.xml	149	149	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 14.xml	143	143	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 15.xml	78	78	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 16.xml	621	617	4	9	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 17.xml	824	820	4	13	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 18.xml	842	831	11	8	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 19.xml	501	487	14	13	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 2.xml	185	184	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 20.xml	116	116	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 21.xml	166	166	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 22.xml	176	176	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 23.xml	378	377	1	5	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 24.xml	927	912	15	14	1
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 25.xml	388	385	3	13	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 26.xml	354	350	4	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 27.xml	295	294	1	5	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 28.xml	202	202	NA	6	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 29.xml	263	256	7	7	3
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 3.xml	155	154	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 30.xml	167	167	NA	1	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 31.xml	314	308	6	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 32.xml	120	119	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 33.xml	251	248	3	9	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 34.xml	112	111	1	7	1
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 35.xml	341	338	3	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 36.xml	121	120	1	3	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 37.xml	34	34	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 38.xml	58	58	NA	1	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 4.xml	284	282	2	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 5.xml	67	67	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 6.xml	115	115	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 7.xml	156	156	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 8.xml	192	192	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 1_Fraction 9.xml	50	50	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 1.xml	71	70	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 10.xml	121	120	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 11.xml	69	69	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 12.xml	83	83	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 13.xml	154	150	4	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 14.xml	72	72	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 15.xml	110	110	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 16.xml	195	194	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 17.xml	83	83	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 18.xml	95	95	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 19.xml	151	151	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 2.xml	124	123	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 20.xml	109	109	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 21.xml	47	47	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 22.xml	95	95	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 23.xml	68	68	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 24.xml	124	121	3	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 25.xml	242	241	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 26.xml	114	112	2	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 27.xml	123	121	2	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 28.xml	117	117	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 29.xml	170	170	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 3.xml	58	58	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 30.xml	710	709	1	15	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 31.xml	375	369	6	14	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 32.xml	263	260	3	2	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 33.xml	217	213	4	2	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 34.xml	255	254	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 35.xml	151	151	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 36.xml	115	114	1	2	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 37.xml	63	63	NA	4	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 38.xml	21	20	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 4.xml	64	63	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 5.xml	67	67	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 6.xml	57	57	NA	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 7.xml	205	203	2	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 8.xml	162	161	1	NA	NA
PXD000948;SCX-RPLC_IMAC_Replicate 2_Fraction 9.xml	85	85	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 1.xml	25	25	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 10.xml	159	158	1	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 11.xml	88	88	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 12.xml	115	115	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 13.xml	88	88	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 14.xml	69	69	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 15.xml	70	70	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 16.xml	35	34	1	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 17.xml	62	62	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 18.xml	143	142	1	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 19.xml	177	177	NA	4	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 2.xml	13	13	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 20.xml	422	421	1	2	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 21.xml	176	176	NA	6	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 22.xml	858	855	3	12	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 23.xml	223	222	1	13	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 24.xml	1069	1035	34	17	1
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 25.xml	498	485	13	6	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 26.xml	43	42	1	1	1
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 27.xml	561	545	16	23	2
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 28.xml	282	277	5	8	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 29.xml	227	223	4	6	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 3.xml	7	7	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 30.xml	207	204	3	1	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 31.xml	109	105	4	4	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 32.xml	314	311	3	1	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 33.xml	284	283	1	1	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 34.xml	343	339	4	18	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 35.xml	190	189	1	6	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 36.xml	137	135	2	2	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 37.xml	186	185	1	12	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 38.xml	32	32	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 4.xml	2	2	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 5.xml	42	42	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 6.xml	28	28	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 7.xml	32	32	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 8.xml	18	18	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 1_Fraction 9.xml	45	45	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 10.xml	82	82	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 11.xml	14	14	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 12.xml	112	112	NA	5	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 13.xml	190	189	1	1	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 14.xml	225	224	1	13	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 15.xml	871	864	7	10	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 16.xml	725	713	12	9	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 17.xml	571	570	1	10	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 18.xml	241	238	3	3	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 19.xml	777	769	8	12	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 20.xml	869	861	8	11	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 21.xml	242	240	2	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 22.xml	272	268	4	4	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 23.xml	651	631	20	6	1
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 24.xml	270	261	9	9	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 25.xml	297	293	4	11	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 26.xml	7	7	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 27.xml	132	131	1	1	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 28.xml	113	107	6	3	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 29.xml	283	278	5	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 3.xml	6	6	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 30.xml	444	442	2	8	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 31.xml	242	242	NA	6	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 32.xml	87	87	NA	5	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 33.xml	39	39	NA	2	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 34.xml	142	142	NA	2	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 35.xml	196	192	4	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 36.xml	34	34	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 37.xml	34	34	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 38.xml	1	1	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 4.xml	82	82	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 5.xml	48	48	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 6.xml	129	129	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 7.xml	103	103	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 8.xml	85	85	NA	NA	NA
PXD000948;SCX-RPLC_TiO2_Replicate 2_Fraction 9.xml	134	133	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 1.xml	185	185	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 10.xml	167	167	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 11.xml	86	86	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 12.xml	259	259	NA	5	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 13.xml	112	110	2	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 14.xml	260	257	3	7	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 15.xml	243	239	4	21	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 16.xml	195	193	2	6	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 17.xml	107	106	1	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 18.xml	220	215	5	2	3
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 19.xml	172	170	2	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 2.xml	78	78	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 20.xml	299	299	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 21.xml	159	157	2	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 22.xml	209	206	3	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 23.xml	477	474	3	5	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 24.xml	212	212	NA	3	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 25.xml	314	310	4	3	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 26.xml	495	494	1	17	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 27.xml	164	164	NA	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 28.xml	353	352	1	12	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 29.xml	309	307	2	13	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 3.xml	145	145	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 30.xml	114	111	3	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 31.xml	174	173	1	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 32.xml	107	105	2	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 33.xml	96	95	1	4	1
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 34.xml	166	164	2	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 35.xml	159	158	1	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 36.xml	150	150	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 37.xml	29	28	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 38.xml	17	17	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 4.xml	176	176	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 5.xml	212	212	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 6.xml	234	234	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 7.xml	34	34	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 8.xml	18	18	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 1_Fraction 9.xml	225	224	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 1.xml	64	64	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 10.xml	225	220	5	3	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 11.xml	158	157	1	4	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 12.xml	130	129	1	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 13.xml	104	103	1	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 14.xml	247	247	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 15.xml	142	142	NA	4	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 16.xml	68	68	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 17.xml	296	296	NA	8	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 18.xml	1	1	NA	NA	NA
